Price_Category,Car_Name,Actual_Price,Mileage,Engine,Seating_Capacity,Image_URL,Car_type,overview,overview_clean,Price_Num
10 - 15 Lakh,Tata Harrier,1400000,16.8 kmpl,1956 cc,5 seater,https://ic1.maxabout.us/autos/cars_india/T/2020/12/tata-harrier-dark-edition-suv.jpg,Petrol/Diesel,10 - 15 Lakh Tata Harrier 1400000 16.8 kmpl 1956 cc 5 seater Petrol/Diesel,10 15 lakh tata harrier 1400000 16 8 kmpl 1956 cc 5 seater petrol diesel,1400000.0
10 - 15 Lakh,Toyota Urban Cruiser Hyryder,1095000,27.97 kmpl,1490 cc,5 seater,https://www.timesbull.com/wp-content/uploads/2025/03/Toyota-Urban-Cruiser-Hyryder-2025.jpg,Petrol/Diesel,10 - 15 Lakh Toyota Urban Cruiser Hyryder 1095000 27.97 kmpl 1490 cc 5 seater Petrol/Diesel,10 15 lakh toyota urban cruiser hyryder 1095000 27 97 kmpl 1490 cc 5 seater petrol diesel,1095000.0
10 - 15 Lakh,Tata Altroz,630000,,1497 cc,5 seater,https://www.hdcarwallpapers.com/download/tata_altroz_ev_geneva_edition_2019_4k-1920x1080.jpg,Petrol/Diesel,10 - 15 Lakh Tata Altroz 630000 1497 cc 5 seater Petrol/Diesel,10 15 lakh tata altroz 630000 1497 cc 5 seater petrol diesel,630000.0
15 - 20 Lakh,Mahindra XUV700,1366000,17 kmpl,2198 cc,7 seater,https://wallpapercave.com/wp/wp9697065.jpg,Petrol/Diesel,15 - 20 Lakh Mahindra XUV700 1366000 17 kmpl 2198 cc 7 seater Petrol/Diesel,15 20 lakh mahindra xuv700 1366000 17 kmpl 2198 cc 7 seater petrol diesel,1366000.0
15 - 20 Lakh,Mahindra Scorpio N,1320000,15.94 kmpl,2198 cc,7 seater,https://www.elcarrocolombiano.com/wp-content/uploads/2022/06/20220628-MAHINDRA-SCORPIO-N-PORTADA.jpg,Petrol/Diesel,15 - 20 Lakh Mahindra Scorpio N 1320000 15.94 kmpl 2198 cc 7 seater Petrol/Diesel,15 20 lakh mahindra scorpio n 1320000 15 94 kmpl 2198 cc 7 seater petrol diesel,1320000.0
15 - 20 Lakh,Hyundai Creta,1073000,21.8 kmpl,1497 cc,5 seater,https://imgd.aeplcdn.com/1280x720/cw/ec/19382/Hyundai-Creta-Right-Front-Three-Quarter-94227.jpg?wm=0&q=100,Petrol/Diesel,15 - 20 Lakh Hyundai Creta 1073000 21.8 kmpl 1497 cc 5 seater Petrol/Diesel,15 20 lakh hyundai creta 1073000 21 8 kmpl 1497 cc 5 seater petrol diesel,1073000.0
15 - 20 Lakh,Mahindra Scorpio,1298000,14.44 kmpl,2184 cc,7 seater,https://content.carlelo.com/uploads/model/mahindra-scorpio-classic-1.webp,Petrol/Diesel,15 - 20 Lakh Mahindra Scorpio 1298000 14.44 kmpl 2184 cc 7 seater Petrol/Diesel,15 20 lakh mahindra scorpio 1298000 14 44 kmpl 2184 cc 7 seater petrol diesel,1298000.0
15 - 20 Lakh,Mahindra Thar,999000,9 kmpl,2184 cc,4 seater,https://wallpaperaccess.com/full/8060677.jpg,Petrol/Diesel,15 - 20 Lakh Mahindra Thar 999000 9 kmpl 2184 cc 4 seater Petrol/Diesel,15 20 lakh mahindra thar 999000 9 kmpl 2184 cc 4 seater petrol diesel,999000.0
15 - 20 Lakh,Toyota Innova Crysta,1866000,9 kmpl,2393 cc,7 seater,https://cdni.autocarindia.com/ExtraImages/20230502013534_Cryta.jpg,Petrol/Diesel,15 - 20 Lakh Toyota Innova Crysta 1866000 9 kmpl 2393 cc 7 seater Petrol/Diesel,15 20 lakh toyota innova crysta 1866000 9 kmpl 2393 cc 7 seater petrol diesel,1866000.0
15 - 20 Lakh,Maruti Grand Vitara,1077000,27.97 kmpl,1490 cc,5 seater,https://cdni.autocarindia.com/ExtraImages/20220926122533_WhatsApp+Image+2022_09_26+at+12.23.25+PM.jpg,Petrol/Diesel,15 - 20 Lakh Maruti Grand Vitara 1077000 27.97 kmpl 1490 cc 5 seater Petrol/Diesel,15 20 lakh maruti grand vitara 1077000 27 97 kmpl 1490 cc 5 seater petrol diesel,1077000.0
15 - 20 Lakh,Mahindra BE 6,1889999.9999999998,683 km,79 kWh,5 seater,https://cdni.autocarindia.com/ExtraImages/20241207034959_Mahindra_BE_6e_name_change.jpg,Electric,15 - 20 Lakh Mahindra BE 6 1889999.9999999998 683 km 79 kWh 5 seater Electric,15 20 lakh mahindra be 6 1889999 9999999998 683 km 79 kwh 5 seater electric,1889999.9999999998
15 - 20 Lakh,Maruti Victoris,1050000,28.65 kmpl,1490 cc,5 seater,https://img.autocarindia.com/Galleries/20250903040828_maruti_victoris_front_three_quarter.jpg,Petrol/Diesel,15 - 20 Lakh Maruti Victoris 1050000 28.65 kmpl 1490 cc 5 seater Petrol/Diesel,15 20 lakh maruti victoris 1050000 28 65 kmpl 1490 cc 5 seater petrol diesel,1050000.0
15 - 20 Lakh,Mahindra Thar ROXX,1225000,15.2 kmpl,2184 cc,5 seater,https://cdni.autocarindia.com/ExtraImages/20240814093627_Mahindra_Thar_Roxx_front_white.png,Petrol/Diesel,15 - 20 Lakh Mahindra Thar ROXX 1225000 15.2 kmpl 2184 cc 5 seater Petrol/Diesel,15 20 lakh mahindra thar roxx 1225000 15 2 kmpl 2184 cc 5 seater petrol diesel,1225000.0
15 - 20 Lakh,Kia Seltos,1079000,20.7 kmpl,1497 cc,5 seater,https://www.kia.com/content/dam/kia2/in/en/our-vehicles/showroom/seltos/x-line/slide-1-mobile.jpg,Petrol/Diesel,15 - 20 Lakh Kia Seltos 1079000 20.7 kmpl 1497 cc 5 seater Petrol/Diesel,15 20 lakh kia seltos 1079000 20 7 kmpl 1497 cc 5 seater petrol diesel,1079000.0
15 - 20 Lakh,Tata Harrier,1400000,16.8 kmpl,1956 cc,5 seater,https://ic1.maxabout.us/autos/cars_india/T/2020/12/tata-harrier-dark-edition-suv.jpg,Petrol/Diesel,15 - 20 Lakh Tata Harrier 1400000 16.8 kmpl 1956 cc 5 seater Petrol/Diesel,15 20 lakh tata harrier 1400000 16 8 kmpl 1956 cc 5 seater petrol diesel,1400000.0
15 - 20 Lakh,Toyota Urban Cruiser Hyryder,1095000,27.97 kmpl,1490 cc,5 seater,https://www.timesbull.com/wp-content/uploads/2025/03/Toyota-Urban-Cruiser-Hyryder-2025.jpg,Petrol/Diesel,15 - 20 Lakh Toyota Urban Cruiser Hyryder 1095000 27.97 kmpl 1490 cc 5 seater Petrol/Diesel,15 20 lakh toyota urban cruiser hyryder 1095000 27 97 kmpl 1490 cc 5 seater petrol diesel,1095000.0
15 - 20 Lakh,Tata Safari,1466000,16.3 kmpl,1956 cc,7 seater,https://imgd.aeplcdn.com/1280x720/n/cw/ec/40027/safari-exterior-right-front-three-quarter-2.jpeg?q=75,Petrol/Diesel,15 - 20 Lakh Tata Safari 1466000 16.3 kmpl 1956 cc 7 seater Petrol/Diesel,15 20 lakh tata safari 1466000 16 3 kmpl 1956 cc 7 seater petrol diesel,1466000.0
15 - 20 Lakh,Hyundai Verna,1069000,20.6 kmpl,1497 cc,5 seater,https://imgd.aeplcdn.com/1056x594/cw/ec/25465/Hyundai-Verna-Exterior-118764.jpg?wm=0&q=80,Petrol/Diesel,15 - 20 Lakh Hyundai Verna 1069000 20.6 kmpl 1497 cc 5 seater Petrol/Diesel,15 20 lakh hyundai verna 1069000 20 6 kmpl 1497 cc 5 seater petrol diesel,1069000.0
15 - 20 Lakh,Volkswagen Virtus,1116000,20.8 kmpl,1498 cc,5 seater,https://images.alphacoders.com/130/1300992.jpg,Petrol/Diesel,15 - 20 Lakh Volkswagen Virtus 1116000 20.8 kmpl 1498 cc 5 seater Petrol/Diesel,15 20 lakh volkswagen virtus 1116000 20 8 kmpl 1498 cc 5 seater petrol diesel,1116000.0
15 - 20 Lakh,Tata Curvv,966000,12 kmpl,1497 cc,5 seater,https://cdni.autocarindia.com/ExtraImages/20240902021839_Tata_Curvv_white.jpg,Petrol/Diesel,15 - 20 Lakh Tata Curvv 966000 12 kmpl 1497 cc 5 seater Petrol/Diesel,15 20 lakh tata curvv 966000 12 kmpl 1497 cc 5 seater petrol diesel,966000.0
15 - 20 Lakh,Skoda Slavia,1000000,20.32 kmpl,1498 cc,5 seater,https://imgd-ct.aeplcdn.com/0x0/n/cw/ec/1/versions/skoda-slavia-anniversary-edition-15l-tsi-dsg1682083562372.jpg?q=75,Petrol/Diesel,15 - 20 Lakh Skoda Slavia 1000000 20.32 kmpl 1498 cc 5 seater Petrol/Diesel,15 20 lakh skoda slavia 1000000 20 32 kmpl 1498 cc 5 seater petrol diesel,1000000.0
15 - 20 Lakh,Toyota Innova Hycross,1816000,23.24 kmpl,1987 cc,7 seater,https://news24online.com/wp-content/uploads/2022/11/innova-1.jpg,Petrol/Diesel,15 - 20 Lakh Toyota Innova Hycross 1816000 23.24 kmpl 1987 cc 7 seater Petrol/Diesel,15 20 lakh toyota innova hycross 1816000 23 24 kmpl 1987 cc 7 seater petrol diesel,1816000.0
15 - 20 Lakh,MG Windsor EV,1265000,449 km,52.9 kWh,5 seater,https://www.timesbull.com/wp-content/uploads/2024/08/MG-Windsor-EV-4-jpg.webp,Electric,15 - 20 Lakh MG Windsor EV 1265000 449 km 52.9 kWh 5 seater Electric,15 20 lakh mg windsor ev 1265000 449 km 52 9 kwh 5 seater electric,1265000.0
15 - 20 Lakh,Honda City,1195000,18.4 kmpl,1498 cc,5 seater,https://evault.honda.com.my/pixelvault/2023-08/956fbf86ac848cc48b5980f4b30ed839fd5d014f22638.jpg,Petrol/Diesel,15 - 20 Lakh Honda City 1195000 18.4 kmpl 1498 cc 5 seater Petrol/Diesel,15 20 lakh honda city 1195000 18 4 kmpl 1498 cc 5 seater petrol diesel,1195000.0
20 - 35 Lakh,Mahindra XUV700,1366000,17 kmpl,2198 cc,6 seater,https://wallpapercave.com/wp/wp9697065.jpg,Petrol/Diesel,20 - 35 Lakh Mahindra XUV700 1366000 17 kmpl 2198 cc 6 seater Petrol/Diesel,20 35 lakh mahindra xuv700 1366000 17 kmpl 2198 cc 6 seater petrol diesel,1366000.0
20 - 35 Lakh,Mahindra Scorpio N,1320000,15.94 kmpl,2198 cc,7 seater,https://www.elcarrocolombiano.com/wp-content/uploads/2022/06/20220628-MAHINDRA-SCORPIO-N-PORTADA.jpg,Petrol/Diesel,20 - 35 Lakh Mahindra Scorpio N 1320000 15.94 kmpl 2198 cc 7 seater Petrol/Diesel,20 35 lakh mahindra scorpio n 1320000 15 94 kmpl 2198 cc 7 seater petrol diesel,1320000.0
20 - 35 Lakh,Hyundai Creta,1073000,21.8 kmpl,1497 cc,5 seater,https://www.hyundai.com/content/dam/hyundai/in/en/data/find-a-car/Creta/Exterior/pc/March/Hyundai_CRETA_SUV_Exterior_Mid_PC_1120x600_5.jpg,Petrol/Diesel,20 - 35 Lakh Hyundai Creta 1073000 21.8 kmpl 1497 cc 5 seater Petrol/Diesel,20 35 lakh hyundai creta 1073000 21 8 kmpl 1497 cc 5 seater petrol diesel,1073000.0
20 - 35 Lakh,Toyota Fortuner,3365000,11 kmpl,2755 cc,7 seater,https://stat.overdrive.in/wp-content/odgallery/2020/06/57194_2020_Toyota_fortuner_2.jpg,Petrol/Diesel,20 - 35 Lakh Toyota Fortuner 3365000 11 kmpl 2755 cc 7 seater Petrol/Diesel,20 35 lakh toyota fortuner 3365000 11 kmpl 2755 cc 7 seater petrol diesel,3365000.0
20 - 35 Lakh,Toyota Innova Crysta,1866000,9 kmpl,2393 cc,7 seater,https://cdni.autocarindia.com/ExtraImages/20230502013534_Cryta.jpg,Petrol/Diesel,20 - 35 Lakh Toyota Innova Crysta 1866000 9 kmpl 2393 cc 7 seater Petrol/Diesel,20 35 lakh toyota innova crysta 1866000 9 kmpl 2393 cc 7 seater petrol diesel,1866000.0
20 - 35 Lakh,Mahindra BE 6,1889999.9999999998,683 km,79 kWh,5 seater,https://cdni.autocarindia.com/ExtraImages/20241207034959_Mahindra_BE_6e_name_change.jpg,Electric,20 - 35 Lakh Mahindra BE 6 1889999.9999999998 683 km 79 kWh 5 seater Electric,20 35 lakh mahindra be 6 1889999 9999999998 683 km 79 kwh 5 seater electric,1889999.9999999998
20 - 35 Lakh,Mahindra Thar ROXX,1225000,15.2 kmpl,2184 cc,5 seater,https://www.rushlane.com/wp-content/uploads/2024/07/mahindra-thar-roxx-colours-variants-specs-6-1536x864.jpg,Petrol/Diesel,20 - 35 Lakh Mahindra Thar ROXX 1225000 15.2 kmpl 2184 cc 5 seater Petrol/Diesel,20 35 lakh mahindra thar roxx 1225000 15 2 kmpl 2184 cc 5 seater petrol diesel,1225000.0
20 - 35 Lakh,Tata Harrier,1400000,16.8 kmpl,1956 cc,5 seater,https://ic1.maxabout.us/autos/cars_india/T/2020/12/tata-harrier-dark-edition-suv.jpg,Petrol/Diesel,20 - 35 Lakh Tata Harrier 1400000 16.8 kmpl 1956 cc 5 seater Petrol/Diesel,20 35 lakh tata harrier 1400000 16 8 kmpl 1956 cc 5 seater petrol diesel,1400000.0
20 - 35 Lakh,Tata Safari,1466000,16.3 kmpl,1956 cc,7 seater,https://imgd.aeplcdn.com/1280x720/n/cw/ec/40027/safari-exterior-right-front-three-quarter-2.jpeg?q=75,Petrol/Diesel,20 - 35 Lakh Tata Safari 1466000 16.3 kmpl 1956 cc 7 seater Petrol/Diesel,20 35 lakh tata safari 1466000 16 3 kmpl 1956 cc 7 seater petrol diesel,1466000.0
20 - 35 Lakh,Toyota Innova Hycross,1816000,23.24 kmpl,1987 cc,8 seater,https://www.financialexpress.com/wp-content/uploads/2022/11/Toyota-Innova-HyCross-1.jpg?w=1024,Petrol/Diesel,20 - 35 Lakh Toyota Innova Hycross 1816000 23.24 kmpl 1987 cc 8 seater Petrol/Diesel,20 35 lakh toyota innova hycross 1816000 23 24 kmpl 1987 cc 8 seater petrol diesel,1816000.0
20 - 35 Lakh,Toyota Hilux,2802000,10 kmpl,2755 cc,5 seater,https://img-ik.cars.co.za/images/2020/9/ToyotaHiluxIntl/tr:n-news_1200x/Hilux03.jpg,Petrol/Diesel,20 - 35 Lakh Toyota Hilux 2802000 10 kmpl 2755 cc 5 seater Petrol/Diesel,20 35 lakh toyota hilux 2802000 10 kmpl 2755 cc 5 seater petrol diesel,2802000.0
20 - 35 Lakh,MG Hector,1400000,15.58 kmpl,1956 cc,5 seater,https://ackodrive-assets.s3.amazonaws.com/media/test_ID6r1WT.jpeg,Petrol/Diesel,20 - 35 Lakh MG Hector 1400000 15.58 kmpl 1956 cc 5 seater Petrol/Diesel,20 35 lakh mg hector 1400000 15 58 kmpl 1956 cc 5 seater petrol diesel,1400000.0
20 - 35 Lakh,Mahindra XEV 9e,2190000,656 km,79 kWh,5 seater,https://cdni.autocarindia.com/ExtraImages/20241126084228_Mahindra_XEV_9e_red.png,Electric,20 - 35 Lakh Mahindra XEV 9e 2190000 656 km 79 kWh 5 seater Electric,20 35 lakh mahindra xev 9e 2190000 656 km 79 kwh 5 seater electric,2190000.0
20 - 35 Lakh,Hyundai Alcazar,1447000,20.4 kmpl,1493 cc,7 seater,https://org1.hyundai.com/content/dam/hyundai/in/en/data/find-a-car/Alcazar/new-images/1120x600_2_gallery+.jpg,Petrol/Diesel,20 - 35 Lakh Hyundai Alcazar 1447000 20.4 kmpl 1493 cc 7 seater Petrol/Diesel,20 35 lakh hyundai alcazar 1447000 20 4 kmpl 1493 cc 7 seater petrol diesel,1447000.0
20 - 35 Lakh,Tata Harrier EV,2149000,627 km,75 kWh,5 seater,https://stimg.cardekho.com/images/carexteriorimages/930x620/Tata/Harrier-EV/9564/1673512586672/side-view-(left)-90.jpg?imwidth=890&impolicy=resize,Electric,20 - 35 Lakh Tata Harrier EV 2149000 627 km 75 kWh 5 seater Electric,20 35 lakh tata harrier ev 2149000 627 km 75 kwh 5 seater electric,2149000.0
20 - 35 Lakh,Force Urbania,2634000,11 kmpl,2596 cc,10 seater,https://i2.ytimg.com/vi/MjSCsYyMfGs/maxresdefault.jpg,Petrol/Diesel,20 - 35 Lakh Force Urbania 2634000 11 kmpl 2596 cc 10 seater Petrol/Diesel,20 35 lakh force urbania 2634000 11 kmpl 2596 cc 10 seater petrol diesel,2634000.0
20 - 35 Lakh,Kia Carens Clavis,1108000,19.54 kmpl,1497 cc,7 seater,https://img.autocarindia.com/Galleries/20250508030629_Kia_Carens_Clavis_Front_Quarter_Static.jpg,Petrol/Diesel,20 - 35 Lakh Kia Carens Clavis 1108000 19.54 kmpl 1497 cc 7 seater Petrol/Diesel,20 35 lakh kia carens clavis 1108000 19 54 kmpl 1497 cc 7 seater petrol diesel,1108000.0
20 - 35 Lakh,Jeep Compass,1773000,17.1 kmpl,1956 cc,5 seater,https://pictures.dealer.com/c/cdjbellevuecllc/1234/be26a8dc2a1149849c118fa2985fde1a.png,Petrol/Diesel,20 - 35 Lakh Jeep Compass 1773000 17.1 kmpl 1956 cc 5 seater Petrol/Diesel,20 35 lakh jeep compass 1773000 17 1 kmpl 1956 cc 5 seater petrol diesel,1773000.0
20 - 35 Lakh,VinFast VF7,2089000,532 km,70 kWh,,https://stimg.cardekho.com/images/carexteriorimages/930x620/VinFast/VF7/11253/1737020630133/front-left-side-47.jpg?imwidth=890&impolicy=resize,Electric,20 - 35 Lakh VinFast VF7 2089000 532 km 70 kWh Electric,20 35 lakh vinfast vf7 2089000 532 km 70 kwh electric,2089000.0
20 - 35 Lakh,Maruti Invicto,2497000,23.24 kmpl,1987 cc,7 seater,https://cdni.autocarindia.com/ExtraImages/20230711052934_maruti_suzuki_invicto.jpg,Petrol/Diesel,20 - 35 Lakh Maruti Invicto 2497000 23.24 kmpl 1987 cc 7 seater Petrol/Diesel,20 35 lakh maruti invicto 2497000 23 24 kmpl 1987 cc 7 seater petrol diesel,2497000.0
20 - 35 Lakh,Hyundai Tucson,2732000,18 kmpl,1999 cc,5 seater,https://www.hdwallpapers.in/download/hyundai_tucson_hybrid_2021_4k_5k_hd_cars_2-HD.jpg,Petrol/Diesel,20 - 35 Lakh Hyundai Tucson 2732000 18 kmpl 1999 cc 5 seater Petrol/Diesel,20 35 lakh hyundai tucson 2732000 18 kmpl 1999 cc 5 seater petrol diesel,2732000.0
35 - 50 Lakh,Toyota Fortuner,3365000,11 kmpl,2755 cc,7 seater,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https://cdni.autocarindia.com/ExtraImages/20210218035907_Fortuner_off_road_tracking_.jpg&h=795&w=1200&c=1,Petrol/Diesel,35 - 50 Lakh Toyota Fortuner 3365000 11 kmpl 2755 cc 7 seater Petrol/Diesel,35 50 lakh toyota fortuner 3365000 11 kmpl 2755 cc 7 seater petrol diesel,3365000.0
35 - 50 Lakh,Toyota Hilux,2802000,10 kmpl,2755 cc,5 seater,https://www.hdcarwallpapers.com/download/toyota_hilux_gr_sport_double_cab_2023_5k-2560x1440.jpg,Petrol/Diesel,35 - 50 Lakh Toyota Hilux 2802000 10 kmpl 2755 cc 5 seater Petrol/Diesel,35 50 lakh toyota hilux 2802000 10 kmpl 2755 cc 5 seater petrol diesel,2802000.0
35 - 50 Lakh,Audi A4,4625000,15 kmpl,1984 cc,5 seater,https://amazingcarsanddrives.com/wp-content/uploads/2024/04/Audi-A4.jpg,Petrol/Diesel,35 - 50 Lakh Audi A4 4625000 15 kmpl 1984 cc 5 seater Petrol/Diesel,35 50 lakh audi a4 4625000 15 kmpl 1984 cc 5 seater petrol diesel,4625000.0
35 - 50 Lakh,Toyota Camry,4748000,25.49 kmpl,2487 cc,5 seater,https://global.toyota/pages/news/images/2017/07/10/1330/cmrh1707_02_s.jpg,Petrol/Diesel,35 - 50 Lakh Toyota Camry 4748000 25.49 kmpl 2487 cc 5 seater Petrol/Diesel,35 50 lakh toyota camry 4748000 25 49 kmpl 2487 cc 5 seater petrol diesel,4748000.0
35 - 50 Lakh,Toyota Fortuner Legender,4154000,10.52 kmpl,2755 cc,7 seater,https://wallpaperaccess.com/full/12703978.png,Petrol/Diesel,35 - 50 Lakh Toyota Fortuner Legender 4154000 10.52 kmpl 2755 cc 7 seater Petrol/Diesel,35 50 lakh toyota fortuner legender 4154000 10 52 kmpl 2755 cc 7 seater petrol diesel,4154000.0
35 - 50 Lakh,Skoda Kodiaq,3999000,14.86 kmpl,1984 cc,5 seater,https://cdn.skoda-storyboard.com/2017/03/Ko_SL_0002.jpg,Petrol/Diesel,35 - 50 Lakh Skoda Kodiaq 3999000 14.86 kmpl 1984 cc 5 seater Petrol/Diesel,35 50 lakh skoda kodiaq 3999000 14 86 kmpl 1984 cc 5 seater petrol diesel,3999000.0
35 - 50 Lakh,Audi Q3,4307000,10.14 kmpl,1984 cc,5 seater,https://images.alphacoders.com/479/479185.jpg,Petrol/Diesel,35 - 50 Lakh Audi Q3 4307000 10.14 kmpl 1984 cc 5 seater Petrol/Diesel,35 50 lakh audi q3 4307000 10 14 kmpl 1984 cc 5 seater petrol diesel,4307000.0
35 - 50 Lakh,MG Gloster,3833000,10 kmpl,1996 cc,7 seater,https://cdni.autocarindia.com/ExtraImages/20201104051048_MG-Gloster-showroom.jpg,Petrol/Diesel,35 - 50 Lakh MG Gloster 3833000 10 kmpl 1996 cc 7 seater Petrol/Diesel,35 50 lakh mg gloster 3833000 10 kmpl 1996 cc 7 seater petrol diesel,3833000.0
35 - 50 Lakh,Jeep Meridian,2333000,14.1 kmpl,1956 cc,7 seater,https://media.zigcdn.com/media/model/2022/May/rear-3-4-right-1891290082_930x620.jpg,Petrol/Diesel,35 - 50 Lakh Jeep Meridian 2333000 14.1 kmpl 1956 cc 7 seater Petrol/Diesel,35 50 lakh jeep meridian 2333000 14 1 kmpl 1956 cc 7 seater petrol diesel,2333000.0
